Lat,Lon,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.3788876598441,-71.1507781489756,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.3791500525691,-71.1506570154469,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.3792353518667,-71.1506126976332,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.3793802858062,-71.150669792828,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.3794902262965,-71.1508187850662,15.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.3795846352031,-71.1509324541178,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.3796861977704,-71.151086949226,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.379764995893,-71.1512749408019,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.3797450838981,-71.1516127589522,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.3796640781276,-71.1516302709275,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.3795285634356,-71.1516461515928,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.3794591220429,-71.1516290705851,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.3793651831969,-71.151572692616,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.3792618573509,-71.1514249883683,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.3751999989417,-71.1057752751597,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
