LAT_DEG,LONG_DEG,As
22.803,89.953,0.5
22.791,89.956,50.3
22.698,89.998,0.7
22.698,89.998,66.6
22.713,89.953,110
22.64,90.181,15.4
22.647,90.196,0.5
22.727,90.212,0.5
22.723,90.233,0.5
22.724,90.234,6.1
22.688,90.203,5.9
22.688,90.204,68.7
22.681,90.175,0.5
22.68,90.175,14
22.398,90.126,0.5
22.444,90.116,0.5
22.465,90.066,2.9
22.456,90.066,0.5
23.153,90.203,1.5
23.174,90.291,128
23.174,90.291,0.5
23.264,90.227,527
23.185,90.248,447
23.205,90.05,67.1
23.189,90.09,305
23.184,90.055,80.2
23.184,90.055,1.3
23.227,90.035,627
23.239,90.036,531
23.197,89.986,103
23.219,90.017,3.4
23.138,90.444,0.5
23.14,90.459,0.5
22.587,90.293,0.5
22.598,90.294,1.2
22.563,90.264,0.5
22.637,90.278,29.4
22.643,90.334,550
23.16,90.14,233
23.179,90.101,325
23.223,90.159,552
23.164,90.172,348
23.081,90.302,369
23.071,90.256,466
23.069,90.244,1.9
23.073,90.238,152
23.084,90.127,1.5
23.07,90.182,3.9
23.072,90.214,1
23.102,90.191,458
23.217,90.499,98.2
23.197,90.49,200
23.196,90.45,135
23.195,90.449,0.5
23.182,90.458,104
23.189,90.419,124
23.302,90.412,0.5
23.31,90.435,253
23.262,90.475,108
23.276,90.485,216
23.288,90.43,298
23.271,90.393,111
23.237,90.416,27.2
22.887,89.903,224
22.875,89.924,0.5
22.876,89.925,263
22.916,89.86,315
22.941,89.856,0.8
22.985,89.884,0.8
22.985,89.883,145
23.159,89.805,69.6
23.182,89.789,49.5
23.193,89.735,65.3
23.211,89.718,5.3
23.211,89.718,380
23.238,89.773,132
23.289,89.756,98.6
23.168,90.354,540
23.19,90.317,84.2
23.175,90.302,330
23.206,90.325,133
23.205,90.322,1.3
23.241,90.358,99.9
23.251,90.343,84.2
23.198,90.339,288
22.988,90.007,2.9
23.112,90.021,86.2
23.033,90.033,521
22.927,90.005,206
22.992,90.048,0.9
22.992,90.046,166
22.997,89.985,231
23.236,89.9,228
23.284,89.929,145
23.229,89.712,346
23.265,89.676,41.6
23.288,89.706,278
23.332,89.658,48.6
23.336,89.631,12.3
23.32,89.758,181
23.459,89.986,191
23.407,90.043,285
23.367,90.074,307
23.307,90.071,143
23.329,90.006,468
23.38,89.986,233
23.376,89.957,103
23.594,89.716,58.8
23.648,89.702,7.2
23.69,89.676,25
23.14,90.459,86.6
23.159,90.46,0.9
23.121,90.418,590
23.143,90.412,5
23.164,90.407,21.1
23.397,90.249,1.9
23.367,90.256,461
23.348,90.283,107
23.341,90.305,3
23.305,90.303,128
23.33,90.402,540
23.331,90.37,52.8
22.944,89.83,602
23.108,89.749,562
23.063,89.763,122
23.072,89.853,301
23.137,89.934,160
23.097,89.893,321
23.034,89.819,199
23.026,89.905,175
23.043,89.86,121
23.316,89.872,119
23.316,89.872,281
23.234,90.013,135
23.268,90.018,346
23.318,89.948,588
23.388,89.687,0.8
23.363,89.755,132
23.328,89.716,66.3
23.368,89.658,77.8
23.407,89.631,0.5
23.445,89.637,101
23.439,89.669,0.5
23.474,89.713,152
23.501,89.733,35.2
23.472,90.029,21
23.472,90.029,6.7
23.448,90.081,240
23.531,90.028,20.7
23.487,89.961,290
23.523,89.958,77.9
23.651,89.467,0.5
23.613,89.498,0.5
23.677,89.537,15.6
23.721,89.58,0.5
23.656,89.579,0.5
23.616,89.628,0.5
23.823,89.364,13.6
23.785,89.357,0.5
23.712,89.393,2.2
23.872,89.384,158
23.83,89.41,2.2
23.677,89.454,8.7
23.547,89.538,2.3
23.505,89.593,7.7
23.534,89.568,104
23.574,89.63,2.2
23.506,89.651,1.1
23.533,89.677,228
23.584,89.708,128
23.388,89.874,284
23.373,89.901,95.6
23.42,89.916,280
23.45,89.874,151
23.484,89.881,103
23.503,89.899,204
23.526,89.88,924
23.583,89.938,427
23.576,89.962,6.6
23.563,90.008,0.7
23.731,89.425,0.5
23.752,89.345,0.5
23.722,89.512,41
23.764,89.493,62.6
23.708,89.769,1.9
23.764,89.784,1.6
23.743,89.798,314
23.726,89.752,31.3
23.754,89.736,33.8
23.713,89.728,2.2
23.734,89.675,220
23.775,89.7,83.3
23.78,89.618,27.3
23.703,89.624,0.5
23.76,89.642,359
22.923,90.554,2.2
22.957,90.521,1.1
22.974,90.468,0.5
22.929,90.442,0.5
22.814,90.531,0.6
22.763,90.526,0.5
22.764,90.526,120
22.818,90.596,2.2
22.821,90.599,862
22.815,90.53,345
22.808,90.306,550
22.803,90.332,4.6
22.801,90.328,140
22.83,90.324,3.2
22.831,90.323,106
22.776,90.309,546
22.776,90.308,2.9
22.783,90.266,4.1
22.782,90.267,735
22.781,90.253,1
24.698,88.125,58.6
24.708,88.084,63.9
24.747,88.095,40.5
24.639,88.195,0.5
24.583,88.199,6.4
24.748,88.185,0.5
24.819,88.202,0.5
24.91,88.224,0.5
24.89,88.255,0.5
24.938,88.226,0.5
24.948,88.213,0.5
24.941,88.199,0.5
24.689,88.426,0.5
24.729,88.42,0.5
24.781,88.437,0.5
24.75,88.395,0.5
24.769,88.369,0.5
24.783,88.338,0.5
24.731,88.384,2.1
24.731,88.32,0.5
24.715,88.286,0.5
24.773,88.258,9.9
24.795,88.277,0.5
24.835,88.29,5.6
24.82,88.334,0.5
24.841,88.346,0.5
24.85,88.418,0.5
24.874,88.455,0.5
24.911,88.448,0.5
24.836,88.309,8.9
24.548,88.313,0.5
24.498,88.376,0.5
24.583,88.396,0.5
24.504,88.425,0.5
24.519,88.479,0.5
24.444,88.507,0.5
24.434,88.434,0.5
24.592,88.575,0.5
24.626,88.592,0.5
24.641,88.566,0.5
24.677,88.547,0.5
24.687,88.528,0.5
24.657,88.6,0.5
24.626,88.504,0.5
24.578,88.493,0.5
24.611,88.462,0.5
24.369,88.762,19.4
24.381,88.797,12.2
24.37,88.846,0.5
24.366,88.875,63.8
24.369,88.894,1.2
24.41,88.852,5.7
24.436,88.859,0.5
24.468,88.864,0.5
24.499,88.852,0.5
24.518,88.673,0.5
24.547,88.608,4.6
24.562,88.647,58.2
24.592,88.651,3.4
24.605,88.624,0.5
24.63,88.669,14.1
24.552,88.686,0.5
24.555,88.791,14.3
24.58,88.823,0.5
24.581,88.86,0.5
24.592,88.905,0.8
24.545,88.874,0.5
24.26,88.763,0.5
24.235,88.754,0.5
24.279,88.79,41.2
24.266,88.822,0.5
24.314,88.796,0.5
24.327,88.82,0.5
24.337,88.781,0.5
24.327,88.705,0.5
24.336,88.749,0.5
24.227,88.777,0.5
24.207,88.805,0.5
24.193,88.845,0.5
24.198,88.875,0.5
24.224,88.847,15.4
24.259,88.858,0.5
24.291,88.877,0.5
24.378,88.526,62.8
24.393,88.53,0.5
24.482,88.527,0.5
24.45,88.55,73.5
24.454,88.582,91.8
24.455,88.613,0.5
24.484,88.65,0.6
24.422,88.672,0.5
24.413,88.615,0.5
24.451,88.763,40.6
24.424,88.733,0.5
24.462,88.698,0.5
24.483,88.684,0.5
24.485,88.713,0.5
24.452,88.799,0.5
24.489,88.805,2.8
24.312,89.035,0.5
24.336,88.985,0.5
24.337,88.962,0.5
24.318,88.937,0.5
24.317,88.899,0.5
24.305,88.94,3.4
24.299,88.919,0.5
24.169,89.004,0.5
24.177,88.964,0.5
24.172,88.899,0.5
24.164,88.924,0.5
24.249,89.042,0.5
24.259,89.094,0.5
24.313,89.153,0.5
24.342,89.095,0.5
24.286,89.085,0.5
24.17,89.145,0.5
24.198,89.172,0.5
24.232,89.125,0.5
24.286,89.065,0.5
24.307,89.087,0.5
24.368,89.238,0.5
24.355,89.281,0.5
24.339,89.246,17.8
24.385,89.209,0.5
24.392,89.191,0.5
24.384,89.166,0.5
24.364,89.138,0.5
24.395,89.057,0.5
24.368,88.986,0.5
24.439,89.014,0.5
24.459,89.005,0.5
24.372,88.905,0.5
24.408,88.967,1
24.427,88.961,2.1
24.465,88.964,0.5
24.495,88.955,0.5
24.418,89.001,11.6
24.292,89.313,0.5
24.272,89.309,0.5
24.245,89.266,0.5
24.188,89.277,0.5
24.151,89.28,0.5
24.123,89.291,0.5
24.125,89.238,0.5
24.123,89.215,0.5
24.127,89.193,0.5
24.083,89.248,0.5
24.076,89.303,0.5
24.054,89.373,0.5
24.222,89.277,0.5
23.865,89.626,80.7
23.881,89.665,65.5
23.917,89.646,80.6
23.951,89.652,25.5
23.961,89.612,30.5
24.037,89.606,58.6
24.054,89.641,47.7
23.974,89.419,0.6
23.885,89.442,0.5
23.89,89.475,0.5
23.87,89.506,0.5
23.835,89.537,0.5
23.837,89.58,0.5
23.96,89.599,57.8
23.961,89.498,0.8
24.184,89.452,0.5
24.166,89.435,0.5
24.176,89.412,0.5
24.144,89.439,0.5
24.151,89.496,10.1
24.089,89.44,0.5
24.211,89.419,0.5
24.221,89.419,0.5
24.248,89.364,0.5
24.258,89.351,0.5
24.197,89.39,0.5
24.176,89.392,0.5
24.218,89.371,0.5
23.95,89.399,0.5
23.971,89.361,0.5
23.981,89.326,0.6
23.992,89.263,0.5
24.073,89.187,15.5
24.02,89.23,27.2
24.048,89.211,0.6
24.032,89.302,0.5
24.035,89.342,0.5
24.122,89.057,0.5
24.123,89.063,0.5
24.128,89.077,3.8
24.052,89.055,493
24.03,89.094,390
24.03,89.102,326
24.087,89.131,2.5
24.135,89.141,56.1
24.109,89.127,1.3
24.053,89.548,51.3
24.075,89.53,64.6
24.133,89.518,1.3
24.107,89.479,3.1
24.076,89.442,0.5
24.033,89.431,1
24.032,89.452,0.5
23.97,89.493,0.5
23.96,89.607,341
24.076,89.606,213
23.614,91.102,134
23.622,91.088,0.5
23.715,91.061,159
23.682,91.099,3.8
23.626,91.147,83.4
23.595,91.112,0.8
23.536,90.716,72.7
23.494,90.719,698
23.484,90.786,208
23.608,90.799,181
23.574,90.786,134
23.53,90.755,276
23.53,90.78,222
23.533,90.831,260
23.489,91.007,203
23.462,91.022,96.4
23.478,90.955,396
23.444,90.957,243
23.403,90.963,259
23.361,90.945,157
23.425,90.911,340
23.476,90.909,407
23.639,90.933,70.8
23.639,90.933,327
23.768,90.954,259
23.754,90.995,388
23.717,90.985,387
23.615,90.986,143
23.616,90.921,331
23.555,90.909,412
23.845,90.791,210
23.848,90.841,233
23.824,90.787,41.9
23.775,90.802,735
23.702,90.778,200
23.18,91.244,11.6
23.144,91.238,77
23.098,91.247,68
23.079,91.204,110
23.113,91.184,4.6
23.138,91.145,668
23.163,91.199,44.7
23.152,90.691,384
23.553,91.128,2.4
23.576,91.147,2.4
23.507,91.146,3.3
23.549,91.177,1.6
23.554,91.1,2.5
23.499,91.109,2.1
23.488,91.057,63.2
23.677,91.012,274
23.647,90.999,164
23.607,90.991,115
23.604,90.988,6.1
23.585,90.96,452
23.577,91.041,114
23.552,90.932,182
23.495,90.977,202
23.532,91.007,115
23.552,90.987,261
23.071,91.338,10.4
23.125,91.331,108
23.142,91.286,110
23.181,91.321,0.9
23.249,91.267,87.4
23.324,91.218,138
23.299,91.264,18.8
23.338,91.28,0.9
23.829,90.941,328
23.84,90.98,70.7
23.888,90.968,66.2
23.938,91.008,376
23.916,91.004,51.5
23.793,90.992,388
23.72,90.798,213
23.732,90.799,154
23.68,90.793,2.9
23.672,90.818,105
23.659,90.839,0.9
23.657,90.786,68.1
23.722,90.851,160
23.111,91.115,188
23.111,91.082,525
23.151,91.051,276
23.193,91.096,148
23.264,91.169,170
23.299,91.13,102
23.331,91.143,12.8
23.27,91.045,311
23.235,91.117,1.6
23.435,91.109,1.3
23.369,91.187,0.5
23.377,91.241,0.5
23.414,91.249,0.5
23.441,91.243,4.6
23.427,91.194,1.2
23.493,91.21,5.6
23.503,91.173,0.5
23.466,91.181,5
23.466,91.181,2.6
23.34,90.89,51.3
23.35,90.828,395
23.342,90.841,284
23.39,90.85,199
23.46,90.824,278
23.429,90.845,398
23.371,90.917,234
23.306,90.949,414
23.262,90.995,383
23.396,90.601,278
23.396,90.601,2.2
23.38,90.65,508
23.338,90.64,579
23.136,90.746,229
23.083,90.77,571
23.111,90.767,475
23.119,90.731,523
23.161,90.721,367
23.209,90.734,502
23.204,90.799,128
23.169,90.831,123
23.166,90.762,644
23.345,90.707,466
23.349,90.755,644
23.371,90.773,225
23.32,90.685,407
23.097,90.86,126
23.1,90.882,816
23.126,90.936,527
23.145,90.858,559
23.162,90.656,458
23.204,90.643,609
23.225,90.661,1.8
23.225,90.661,471
23.259,90.678,496
23.294,90.666,374
23.26,90.696,175
23.253,90.751,604
23.428,91.06,191
23.41,91.027,288
23.374,91.053,1.8
23.374,91.053,14.2
23.382,90.986,151
23.345,90.982,320
23.287,91.033,171
23.327,91.057,114
23.347,91.095,56.9
23.217,90.878,526
23.224,90.795,434
23.261,90.788,414
23.307,90.788,456
23.208,90.862,490
23.244,90.854,586
23.261,90.817,205
23.086,90.644,322
23.046,90.646,203
23.11,90.656,529
22.651,90.92,20.4
22.587,90.997,82.6
22.614,90.952,99.3
22.697,90.911,15.3
22.752,90.902,92.4
22.724,90.847,35.5
22.768,90.865,26.5
22.816,90.838,2.3
22.977,90.698,69
22.992,90.744,744
22.37,90.743,1.9
22.346,90.776,0.8
22.34,90.736,239
22.34,90.736,2.3
22.269,90.823,0.8
22.267,90.787,0.8
22.27,90.711,0.8
22.461,90.705,0.5
22.486,90.768,0.5
22.43,90.769,0.5
22.49,90.796,0.5
22.541,90.669,0.5
22.526,90.745,1.2
22.683,90.648,3.2
22.671,90.673,2
22.593,90.652,0.8
22.63,90.645,0.6
22.67,90.63,0.7
22.709,90.679,1.1
22.764,90.661,0.8
22.736,90.59,0.7
22.865,91.098,218
22.846,91.055,132
22.848,91.002,84.4
22.848,91.002,1.8
22.766,91.066,3.8
22.706,91.081,5.8
22.635,91.13,39.3
22.837,91.143,264
22.85,91.188,221
22.798,91.217,26
23.191,90.958,2
23.142,90.944,332
23.16,90.983,340
23.228,90.955,1090
23.221,91.01,556
23.253,90.969,462
23.246,90.914,244
22.786,91.252,7.7
22.786,91.252,1.6
22.744,91.246,9.4
22.818,91.289,83.4
22.812,91.311,24.7
22.842,91.272,33.2
22.863,91.303,30
22.886,91.332,95.6
23.039,91.52,0.9
23.106,91.495,7.9
23.082,91.503,7.1
23.01,91.518,5.9
23.109,90.831,455
23.046,90.884,177
23.082,90.829,704
23.037,90.761,7.7
23.037,90.761,85.1
23.049,90.8,255
23.009,90.769,255
22.126,90.72,3
22.166,90.677,7.4
22.109,90.64,4
22.189,90.757,6.9
22.198,90.713,4.3
22.188,90.674,4.3
22.223,90.752,3.7
22.375,90.839,1.7
22.426,90.838,1.2
22.421,90.809,1.8
22.384,90.81,2.3
22.449,90.815,0.5
22.457,90.835,1.4
22.494,90.795,1.2
22.591,90.659,1.1
22.555,90.686,1.5
22.598,90.693,1.7
22.602,90.746,1.7
22.583,90.759,1.6
22.635,90.689,0.8
22.661,90.696,1.3
22.897,91.012,213
22.959,91.02,182
23.008,91.008,347
23.065,91.01,55.4
23.041,91.094,264
23.025,91.123,436
22.966,91.103,236
22.974,91.162,530
22.974,91.162,8.6
22.906,91.187,117
22.946,91.126,256
23.065,90.933,124
23.026,90.906,645
23.008,90.944,189
22.996,90.984,649
23.11,90.982,131
23.11,90.982,10.3
23.093,91.025,187
22.995,91.235,85
22.958,91.221,272
22.931,91.222,478
22.899,91.247,337
22.945,91.255,107
23.041,91.232,82.3
23.04,91.201,330
23.037,91.152,73.5
23.042,91.377,8.7
23.049,91.352,2.4
23.002,91.349,2.7
22.94,91.406,164
22.956,91.441,87
22.94,91.308,47.6
22.981,91.498,3.3
22.87,91.44,13.3
23.011,91.404,2
23.011,91.404,114
23.019,91.401,7.1
23.22,91.434,6.1
23.246,91.421,14.1
23.216,91.443,0.9
23.216,91.443,3.1
23.245,91.451,0.7
22.909,91.279,307
22.931,91.332,136
22.949,91.313,103
22.949,91.313,1.2
22.995,91.344,119
23.027,91.287,200
23.013,91.311,420
22.002,91.952,1.3
22.002,91.951,1.6
22.041,91.942,0.8
22.041,91.942,1
22.041,91.917,0.7
22.069,91.937,2.6
22.105,91.929,0.7
22.171,91.913,0.5
22.343,91.804,3.4
22.326,91.834,1.1
22.987,91.547,4.8
22.937,91.508,1.9
23.019,91.469,5.8
23.056,91.443,14.6
23.11,91.431,7.9
23.121,91.46,4.1
23.121,91.489,15.4
23.153,91.472,8.9
23.187,91.47,4
23.151,91.422,2.9
23.151,91.422,21.4
22.913,91.365,121
22.871,91.357,61.7
22.842,91.366,38.3
22.849,91.393,1.8
22.849,91.393,127
22.862,91.428,67.8
22.872,91.408,101
22.904,91.396,83.9
22.914,91.443,40.5
22.207,91.854,1.8
22.157,91.842,6.2
22.182,91.835,34
22.212,91.83,2.1
22.215,91.889,1.2
22.199,91.936,7.5
22.233,91.924,1.3
22.375,91.815,2.6
22.407,91.879,0.6
22.367,91.775,15.9
22.326,91.816,2.1
21.657,92.075,0.6
21.722,92.084,0.9
21.753,92.07,0.5
21.753,92.07,12.9
21.807,92.027,0.5
21.82,91.993,0.5
21.843,91.987,0.5
21.248,92.137,0.5
21.276,92.104,70.1
21.192,92.169,1.7
21.146,92.148,0.5
21.284,92.069,0.5
21.234,92.048,5.7
21.298,92.098,0.5
21.567,91.926,0.5
21.633,91.924,0.5
21.633,91.924,5.5
21.603,91.923,0.5
21.538,91.937,0.5
21.427,92.083,0.5
21.409,92.056,0.5
21.325,92.085,0.5
21.408,92.109,0.5
21.428,92.121,0.5
21.441,92.193,5.1
21.473,92.098,0.5
20.769,92.326,9.6
21.014,92.246,2
21.042,92.237,0.5
21.072,92.224,0.5
21.091,92.213,0.5
21.448,92.035,0.6
21.487,92.044,1
21.556,92.062,0.5
21.573,92.072,0.5
21.442,91.971,0.5
21.442,91.971,0.5
22.668,91.624,196
22.602,91.652,12.6
22.574,91.68,16.4
22.546,91.684,65.1
22.511,91.712,9.9
22.425,91.749,9.7
22.402,91.753,7.4
22.714,91.608,44.8
22.739,91.565,75.7
22.818,91.553,344
22.927,91.555,3
22.928,91.554,16.7
22.893,91.504,0.8
23.7497,90.3888,0.5
23.726,90.3852,0.5
23.7606,90.3637,0.5
23.8017,90.3597,0.5
23.7985,90.4066,0.5
23.7405,90.4072,0.5
23.7149,90.4287,0.5
24.3303,90.6821,0.6
24.3283,90.6822,0.5
24.3283,90.6821,1.3
24.2495,90.6907,0.5
24.2836,90.7013,0.5
24.315,90.7281,0.5
24.3388,90.6658,23.5
24.3516,90.6764,0.5
24.3781,90.7173,0.5
24.3724,90.7325,0.8
24.3373,90.6905,273
24.434,90.79,158
24.4354,90.7897,1.8
24.4388,90.8164,1.8
24.4376,90.8154,0.5
24.3905,90.8289,0.5
24.4041,90.8043,121
24.4408,90.7674,1.7
24.1005,90.927,11.6
24.1009,90.927,160
24.1296,90.9447,46.7
24.0928,90.9595,26.3
24.0991,90.9956,0.7
24.1162,90.9774,4
24.0632,90.9811,32
24.062,90.9812,505
24.0645,90.9816,300
24.4209,90.6529,1.6
24.4446,90.6394,2.3
24.4698,90.6027,1.1
24.4626,90.7069,195
24.4571,90.7031,4.4
24.4439,90.7075,1.5
24.391,90.7164,19.2
24.3909,90.7159,0.5
24.4654,90.7855,172
24.4644,90.7858,8.6
24.464,90.7863,10.3
24.4451,90.7778,8.7
24.3984,90.7478,0.5
24.4727,90.7531,0.9
24.2158,90.9623,3.2
24.2148,90.9625,143
24.2032,90.9668,2.4
24.2161,90.9663,38.9
24.2194,90.9744,0.5
24.2227,90.9821,60.6
24.2117,90.9391,233
24.247,90.9107,12.5
24.2185,90.8973,2.4
24.218,90.8909,75.9
24.2332,90.8876,573
24.24,90.8473,18.7
24.5679,90.9034,13.5
24.5698,90.9077,31.6
24.5665,90.9014,14.4
24.557,90.8915,9.8
24.5498,90.8864,52.8
24.531,90.8378,1.5
24.5608,90.8392,31.2
24.4636,90.8688,169
24.45,90.8667,78.8
24.4097,90.9102,26.1
24.3776,90.8747,29.5
24.4475,90.8491,17.7
24.9565,90.3563,43.6
24.9547,90.3504,1.3
24.9619,90.2682,0.5
24.9121,90.3557,21.2
24.9006,90.4601,0.5
24.9692,90.4767,1.8
24.906,90.4906,76.5
24.8518,90.4255,0.5
24.8085,90.512,2
25.0027,90.3626,2
25.0378,90.2876,3.6
25.0378,90.2876,13
25.0681,90.3345,0.8
25.118,90.3393,29.5
25.1799,90.3399,23.1
25.1757,90.3219,78.6
25.1246,90.3866,55.6
25.1246,90.3866,44.3
25.0903,90.4476,110
25.0964,90.467,14.8
25.0857,90.4797,54.6
25.0855,90.4798,76.6
25.1389,90.5753,200
25.1413,90.5726,83.6
25.0903,90.5161,69.5
25.1319,90.4839,171
25.1319,90.4839,19.8
24.7639,90.2659,1.1
24.7639,90.2659,65.6
24.7673,90.2551,2.3
24.5763,90.195,0.8
24.6093,90.2394,0.6
24.5949,90.2949,0.5
24.6373,90.2713,1.4
24.6796,90.3018,0.5
24.6745,90.3245,1.6
24.6679,90.2204,0.5
24.5548,90.2984,0.5
24.6886,90.5981,0.5
24.6688,90.5336,4.3
24.6478,90.5239,0.5
24.5989,90.5503,0.5
24.632,90.7149,0.5
24.6345,90.7178,26.8
24.5999,90.6045,0.5
24.6305,90.6119,0.5
24.6888,90.6539,0.5
24.7349,90.3059,0.5
24.7838,90.2426,0.5
24.7755,90.1817,0.5
24.7221,90.1826,7.9
24.6735,90.1445,0.5
24.7418,90.1674,0.5
24.5689,90.0272,0.5
24.6066,90.1219,0.5
24.6608,90.089,0.5
24.7023,89.8904,2.2
24.6784,89.9517,2.1
24.6362,89.9735,9.8
24.6085,90.0213,21.2
24.4846,89.9724,45.5
24.5193,89.974,41
24.4187,89.9971,8.1
24.5068,90.1657,0.5
24.5075,90.1649,0.5
24.4467,90.1186,0.5
24.4721,90.0617,0.5
24.4779,90.0629,0.5
24.5143,90.0552,0.5
24.4928,89.8676,3.5
24.524,89.8411,2.6
24.3977,89.8165,15.2
24.4493,89.8292,9.4
24.4642,89.8337,8
24.4592,89.8469,0.5
24.4516,89.8941,2.3
24.4166,89.8811,6.8
24.0989,90.1026,0.5
24.0518,90.0047,14.5
24.0518,90.0047,6.6
24.0455,90.0293,131
24.0455,90.0293,76.5
24.1184,90.1737,1.3
24.1184,90.1737,0.5
24.0964,90.1537,0.5
24.069,90.1202,1.3
24.0941,90.1042,11.9
24.1225,90.0579,0.5
24.1407,90.0208,10.9
24.1635,90.0319,24.7
24.2313,90.0488,22.9
24.2568,90.0583,23.8
24.267,90.0351,92.6
24.2314,90.0423,14.1
24.244,90.0089,0.5
24.2106,89.9805,21.4
24.2182,90.0632,0.5
24.0611,89.882,20.2
24.0463,89.8485,7.1
24.0265,89.8246,3.7
24.0083,89.8504,3.4
24.2422,90.3803,0.5
24.2465,90.4299,0.5
24.2438,90.5218,0.5
24.1991,90.4725,0.5
24.1766,90.5426,0.5
24.0747,90.474,0.5
24.1057,90.4982,0.5
24.2736,90.3004,0.5
24.2029,90.2655,0.5
24.0312,90.1895,0.5
24.0714,90.2187,0.5
24.0273,90.277,0.5
24.0689,90.317,0.5
24.198,90.3344,0.5
23.9134,90.5111,0.5
23.9242,90.5751,0.5
23.9317,90.5707,155
23.9047,90.5578,0.5
24.7285,89.6067,75.9
24.7358,89.5744,53.5
24.7563,89.5265,3.1
24.7207,89.4976,73.5
24.6827,89.542,7.7
24.5944,89.5466,24.6
24.6033,89.5109,63
24.5598,89.5018,1.7
24.598,89.4644,0.7
24.5899,89.3846,0.8
24.6238,89.4159,0.5
24.6404,89.3677,0.5
24.6745,89.4131,0.6
24.6942,89.4279,0.9
24.6759,89.3591,0.5
24.8171,89.1835,0.5
24.8342,89.1288,2.7
24.9052,89.1283,0.7
24.9384,89.1122,1.2
24.9176,89.1735,0.5
24.8733,89.159,1.2
24.8733,89.1734,0.7
25.032,89.4675,28.2
25.0438,89.4876,1.8
25.0077,89.5334,4.2
25.0099,89.5566,13.9
24.9869,89.5613,12.8
24.9916,89.5046,23.8
24.94,89.4926,0.9
24.6944,89.2467,0.5
24.647,89.2505,0.5
24.6557,89.2972,0.6
24.7848,89.1804,0.5
24.6818,89.1889,0.7
24.709,89.3191,0.5
24.737,89.3293,0.5
24.7953,89.3521,0.5
24.738,89.4143,2.2
24.7656,89.4044,0.5
24.7965,89.4112,0.5
24.772,89.3941,0.5
25.7982,89.553,68
25.7339,89.582,420
25.7705,89.5571,22.6
25.7281,89.5504,27.3
25.7591,89.5239,178
25.7952,89.5139,11.7
25.802,89.4816,1.6
25.8711,89.5711,29.6
25.8383,89.5477,5.3
25.4424,89.791,1.1
25.4725,89.7635,31.2
25.4881,89.7651,0.7
25.4622,89.7635,2.1
25.4604,89.7775,0.8
25.4062,89.7583,37.4
25.4267,89.675,0.6
25.5266,89.805,26.2
25.5416,89.8126,23.7
25.5755,89.8355,9.8
25.4931,89.8071,4.7
25.6457,89.8024,2.6
25.6168,89.8391,71
25.668,89.8475,19.2
25.6087,89.8585,16.2
25.568,89.8385,69.6
25.5574,89.649,37
25.5781,89.6803,11.5
25.6417,89.683,0.5
25.6222,89.658,13.6
25.5933,89.7367,1.7
25.5292,89.74,0.5
25.5425,89.7817,0.5
25.5853,89.6601,2.9
25.7596,89.6556,0.5
25.847,89.6197,1.1
25.8473,89.5887,0.5
25.8005,89.6121,10.9
25.8063,89.6409,49.9
25.8097,89.6365,5.7
25.9275,89.3405,0.9
25.9356,89.3024,3.3
25.8966,89.3325,0.5
25.9166,89.3871,0.5
25.9621,89.4333,0.5
25.9578,89.4065,0.5
25.9743,89.3742,0.5
26.2108,89.1121,0.5
26.1653,89.1169,2.4
26.1211,89.1403,0.5
26.1109,89.1545,0.5
26.0701,89.2379,2.7
26.0917,89.2242,0.5
26.0536,89.1504,0.7
26.1338,89.1378,0.5
26.3463,89.0163,0.7
26.3077,88.9921,15.7
26.4046,88.9222,0.5
26.1032,88.8605,8.3
26.2206,88.8234,0.5
26.2468,88.7949,16.7
26.201,88.7976,0.5
26.1446,88.8213,4
26.1052,88.8011,0.5
26.0767,88.7902,0.5
26.0581,88.8279,4.1
26.2563,88.8789,0.5
26.2103,88.9078,0.5
26.2058,88.9275,0.5
26.1525,88.9199,0.5
26.1725,88.9662,3.3
26.1828,88.993,0.5
26.1957,88.9988,0.5
26.1515,89.0366,0.5
26.0985,89.0498,0.5
25.77,88.9177,1.5
25.7815,88.9199,4.1
25.7896,88.9627,0.5
25.8327,88.9556,0.5
25.8365,88.952,0.5
25.8165,88.8726,0.5
25.8026,88.888,0.8
25.7781,88.893,0.5
25.7743,88.8942,0.5
26.2842,88.5776,1.2
26.2668,88.5671,0.5
26.2398,88.5324,6.1
26.1838,88.5837,5.5
26.1172,88.6335,1.6
26.1811,88.6312,1.1
26.2247,88.6761,0.5
26.2017,88.5544,6.7
26.322,88.6443,0.8
26.3366,88.5366,0.5
26.3284,88.4705,2.8
26.3395,88.6652,0.5
26.3225,88.4935,0.9
26.3359,88.6145,3.2
26.3578,88.6078,1.5
26.3804,88.6438,0.5
26.4698,88.5396,2.2
26.4088,88.5593,0.5
26.3453,88.5574,0.5
26.4784,88.51,8.7
26.4707,88.4786,0.5
26.5296,88.4111,0.5
26.1657,88.3194,0.5
26.1451,88.2382,0.5
26.1548,88.2665,0.5
26.1228,88.3071,0.5
26.1045,88.2667,0.5
26.0768,88.2472,0.5
26.0621,88.2791,0.5
26.0323,88.2883,1.7
25.8317,88.2134,0.5
25.8371,88.1528,1.7
25.8696,88.143,0.5
25.9817,88.1578,0.5
25.887,88.1936,0.5
25.829,88.1312,0.5
25.8281,88.1304,2.2
26.1605,88.6593,0.5
26.1239,88.5632,0.6
26.1057,88.5264,0.5
26.043,88.5865,0.5
25.9843,88.5041,2.3
26.0297,88.4598,0.5
